ticket_id,created_at,priority,category,assignment_group,region,channel,service,resolution_minutes,sla_target_minutes,sla_breached,reopened,csat_score,in_change_window
INC25013101354,2025-01-31T15:13,P2,Email,ServiceDesk-B,US,Monitoring,Intranet,573,960,0,0,4.3,0
INC25060601355,2025-06-06T05:49,P3,Account,ServiceDesk-A,APAC,Portal,Laptop,2835,2880,0,0,3.2,0
INC25042101356,2025-04-21T07:04,P4,Hardware,ServiceDesk-A,UK,Email,M365,4288,5760,0,1,4.6,0
INC25060501357,2025-06-05T03:23,P4,Email,MajorIncident,UK,Email,M365,2813,5760,0,0,3.9,0
INC25040501358,2025-04-05T23:11,P3,Security,MajorIncident,UK,Phone,VPN,4545,2880,1,1,2.5,0
INC25021701359,2025-02-17T11:40,P3,Access,EUCP,US,Phone,Salesforce,1696,2880,0,0,3.7,0
INC25020701360,2025-02-07T01:27,P2,Other,ServiceDesk-A,UK,Portal,SIEM,368,960,0,0,4.6,0
INC25020301361,2025-02-03T19:48,P2,Hardware,EUCP,UK,Chat,Salesforce,938,960,0,0,4.1,0
INC25022601362,2025-02-26T03:05,P3,Access,EUCP,US,Portal,Laptop,1253,2880,0,0,4.2,0
INC25062501363,2025-06-25T12:16,P4,Network,SecurityOps,UK,Portal,M365,5263,5760,0,0,3.6,0
INC25022501364,2025-02-25T06:52,P4,Security,ServiceDesk-A,US,Phone,VPN,7950,5760,1,0,3.0,0
INC25061001365,2025-06-10T22:30,P2,Access,Apps,UK,Portal,Intranet,498,960,0,0,4.5,0
INC25011601366,2025-01-16T03:10,P3,Access,EUCP,UK,Portal,VPN,2761,2880,0,0,5.0,0
INC25011801367,2025-01-18T14:33,P3,Account,Networks,UK,Email,IAM,2943,2880,1,0,3.6,0
INC25040601368,2025-04-06T07:42,P3,Software,Apps,EU,Monitoring,VPN,2577,2880,0,0,4.1,0
INC25011001369,2025-01-10T13:33,P1,Hardware,ServiceDesk-A,UK,Portal,SAP,191,240,0,0,3.7,0
INC25050901370,2025-05-09T20:21,P3,Access,SecurityOps,US,Portal,VPN,1833,2880,0,0,3.2,0
INC25052201371,2025-05-22T10:20,P3,Hardware,EUCP,EU,Portal,WiFi,3587,2880,1,0,2.8,0
INC25050701372,2025-05-07T02:02,P3,Hardware,FieldSupport,UK,Portal,M365,3673,2880,1,0,2.0,0
INC25020301373,2025-02-03T17:19,P4,Access,ServiceDesk-A,UK,Portal,M365,6494,5760,1,0,4.3,0
INC25021701374,2025-02-17T11:45,P2,Security,FieldSupport,EU,Monitoring,IAM,707,960,0,0,4.4,0
INC25032901375,2025-03-29T21:29,P3,Access,SecurityOps,EU,Monitoring,SIEM,2124,2880,0,0,4.2,0
INC25040501376,2025-04-05T13:09,P2,Access,ServiceDesk-A,UK,Phone,WiFi,511,960,0,0,4.2,0
INC25051301377,2025-05-13T06:24,P4,Hardware,Networks,UK,Portal,Laptop,8085,5760,1,0,3.3,0
INC25050801378,2025-05-08T19:52,P4,Account,FieldSupport,US,Phone,M365,5423,5760,0,0,4.5,0
INC25050401379,2025-05-04T10:35,P4,Access,MajorIncident,US,Phone,M365,7022,5760,1,0,3.0,0
INC25033101380,2025-03-31T14:38,P3,Account,MajorIncident,UK,Phone,VPN,1549,2880,0,0,4.6,0
INC25062101381,2025-06-21T20:47,P3,Other,FieldSupport,EU,Chat,WiFi,3429,2880,1,0,4.0,0
INC25062201382,2025-06-22T11:52,P3,Hardware,Apps,US,Email,Laptop,3105,2880,1,0,3.0,0
INC25062801383,2025-06-28T21:50,P3,Access,EUCP,UK,Phone,WiFi,1507,2880,0,0,5.0,0
INC25032301384,2025-03-23T21:43,P4,Account,ServiceDesk-B,APAC,Email,SAP,8860,5760,1,0,3.7,0
INC25032501385,2025-03-25T22:29,P2,Other,Apps,EU,Portal,VPN,685,960,0,0,4.1,0
INC25052401386,2025-05-24T23:04,P1,Access,ServiceDesk-B,EU,Portal,Laptop,304,240,1,0,2.4,0
INC25031901387,2025-03-19T10:59,P4,Access,ServiceDesk-B,UK,Portal,SIEM,3672,5760,0,0,5.0,0
INC25043001388,2025-04-30T18:12,P4,Access,ServiceDesk-A,UK,Monitoring,VPN,3972,5760,0,0,3.3,0
INC25041601389,2025-04-16T08:10,P2,Hardware,Networks,UK,Chat,SAP,667,960,0,0,4.9,0
INC25031801390,2025-03-18T01:28,P4,Access,ServiceDesk-B,UK,Portal,IAM,4561,5760,0,0,4.2,0
INC25050301391,2025-05-03T04:56,P3,Network,Apps,UK,Portal,IAM,2814,2880,0,0,3.3,0
INC25022401392,2025-02-24T04:35,P2,Network,Apps,UK,Email,Intranet,779,960,0,0,3.7,0
INC25032001393,2025-03-20T15:22,P2,Software,ServiceDesk-B,APAC,Phone,WiFi,471,960,0,0,4.3,0
INC25031801394,2025-03-18T23:31,P3,Software,ServiceDesk-A,EU,Monitoring,WiFi,2600,2880,0,0,5.0,0
INC25051701395,2025-05-17T01:17,P3,Hardware,ServiceDesk-B,UK,Portal,IAM,5193,2880,1,0,5.0,0
INC25041201396,2025-04-12T19:16,P3,Account,ServiceDesk-B,UK,Portal,SIEM,1863,2880,0,0,3.3,0
INC25060701397,2025-06-07T11:36,P3,Access,ServiceDesk-A,US,Phone,Laptop,2673,2880,0,0,4.2,0
INC25011801398,2025-01-18T12:45,P3,Software,ServiceDesk-B,UK,Phone,SAP,3815,2880,1,1,3.0,0
INC25051401399,2025-05-14T02:02,P2,Hardware,ServiceDesk-A,EU,Email,VPN,693,960,0,0,3.1,0
INC25050201400,2025-05-02T14:56,P4,Hardware,ServiceDesk-B,APAC,Portal,WiFi,6721,5760,1,0,3.5,0
INC25050401401,2025-05-04T19:11,P2,Access,Apps,UK,Portal,VPN,755,960,0,0,4.2,0
INC25032701402,2025-03-27T06:34,P4,Software,ServiceDesk-A,UK,Email,Printing,2663,5760,0,0,4.2,0
INC25052801403,2025-05-28T15:34,P4,Network,FieldSupport,EU,Chat,IAM,12149,5760,1,0,3.7,0
INC25031901404,2025-03-19T19:46,P3,Hardware,SecurityOps,EU,Portal,Salesforce,2628,2880,0,0,3.0,0
INC25040901405,2025-04-09T09:39,P3,Hardware,Apps,APAC,Email,SAP,5062,2880,1,0,3.0,0
INC25031201406,2025-03-12T09:56,P4,Access,Networks,UK,Portal,WiFi,9286,5760,1,0,3.9,0
INC25041201407,2025-04-12T13:22,P1,Hardware,Apps,US,Phone,M365,223,240,0,0,5.0,0
INC25061301408,2025-06-13T06:29,P4,Software,SecurityOps,UK,Monitoring,Laptop,10098,5760,1,0,2.7,0
INC25060401409,2025-06-04T01:13,P3,Software,Apps,UK,Portal,SAP,2332,2880,0,0,5.0,0
INC25030501410,2025-03-05T08:03,P4,Software,Apps,EU,Portal,Salesforce,7424,5760,1,0,2.9,0
INC25022401411,2025-02-24T12:39,P3,Email,Apps,UK,Email,SAP,2146,2880,0,0,3.6,0
INC25041401412,2025-04-14T16:29,P4,Account,EUCP,UK,Portal,Printing,3238,5760,0,0,4.2,0
INC25030401413,2025-03-04T15:46,P3,Software,ServiceDesk-A,US,Portal,M365,2007,2880,0,0,2.5,0
INC25012001414,2025-01-20T02:52,P4,Software,SecurityOps,APAC,Chat,Salesforce,11413,5760,1,0,3.6,0
INC25021201415,2025-02-12T14:11,P4,Access,FieldSupport,EU,Email,M365,4545,5760,0,0,4.2,0
INC25042101416,2025-04-21T03:25,P2,Email,ServiceDesk-A,EU,Phone,SIEM,772,960,0,0,4.6,0
INC25061601417,2025-06-16T05:44,P3,Security,ServiceDesk-B,APAC,Phone,VPN,4198,2880,1,0,2.9,0
INC25021501418,2025-02-15T10:46,P3,Hardware,ServiceDesk-A,UK,Chat,SIEM,3527,2880,1,0,3.9,0
INC25020401419,2025-02-04T14:43,P3,Network,Apps,UK,Chat,Intranet,1632,2880,0,0,4.9,0
INC25030601420,2025-03-06T17:18,P3,Network,ServiceDesk-A,UK,Phone,Intranet,2644,2880,0,0,3.8,0
INC25042601421,2025-04-26T14:26,P3,Email,EUCP,UK,Portal,IAM,1376,2880,0,0,5.0,0
INC25041101422,2025-04-11T13:34,P2,Access,Networks,UK,Portal,M365,617,960,0,0,4.9,0
INC25052101423,2025-05-21T19:54,P3,Access,ServiceDesk-B,EU,Portal,VPN,2681,2880,0,0,4.2,0
INC25061901424,2025-06-19T07:28,P4,Hardware,Apps,UK,Chat,Printing,5181,5760,0,0,3.4,0
INC25011401425,2025-01-14T11:02,P3,Email,FieldSupport,UK,Email,M365,3443,2880,1,0,4.7,0
INC25050601426,2025-05-06T13:16,P2,Software,FieldSupport,UK,Portal,Laptop,705,960,0,1,3.3,0
INC25021601427,2025-02-16T23:00,P3,Account,ServiceDesk-A,UK,Phone,Intranet,3078,2880,1,0,2.1,0
INC25043001428,2025-04-30T09:36,P4,Hardware,ServiceDesk-A,APAC,Chat,Salesforce,4002,5760,0,0,5.0,0
INC25051801429,2025-05-18T19:16,P1,Other,FieldSupport,EU,Phone,M365,307,240,1,0,3.5,0
INC25041001430,2025-04-10T06:09,P4,Hardware,ServiceDesk-A,UK,Email,SAP,4876,5760,0,0,4.6,0
INC25031901431,2025-03-19T16:08,P3,Email,MajorIncident,UK,Portal,Salesforce,5257,2880,1,0,4.3,0
INC25052701432,2025-05-27T01:05,P3,Email,Apps,EU,Email,M365,2348,2880,0,0,3.5,0
INC25051801433,2025-05-18T19:44,P4,Software,Networks,UK,Email,Intranet,6834,5760,1,0,3.5,0
INC25062601434,2025-06-26T20:32,P3,Hardware,Networks,UK,Portal,IAM,4058,2880,1,0,2.7,1
INC25021001435,2025-02-10T21:11,P4,Email,SecurityOps,EU,Monitoring,M365,4385,5760,0,0,5.0,0
INC25051001436,2025-05-10T13:39,P4,Access,ServiceDesk-A,UK,Portal,Laptop,5361,5760,0,0,2.8,0
INC25042801437,2025-04-28T22:30,P3,Hardware,Apps,UK,Portal,M365,2645,2880,0,0,4.7,0
INC25021501438,2025-02-15T00:51,P3,Software,SecurityOps,UK,Chat,VPN,5843,2880,1,0,2.9,0
INC25050901439,2025-05-09T08:44,P4,Account,ServiceDesk-B,EU,Email,VPN,6710,5760,1,0,2.2,0
INC25050601440,2025-05-06T14:22,P3,Access,FieldSupport,EU,Phone,VPN,1434,2880,0,0,4.3,0
INC25020601441,2025-02-06T15:21,P2,Other,ServiceDesk-B,EU,Portal,Laptop,712,960,0,0,3.9,0
INC25052701442,2025-05-27T22:45,P2,Other,Apps,EU,Email,M365,1410,960,1,0,3.7,0
INC25033101443,2025-03-31T19:16,P1,Hardware,ServiceDesk-B,US,Portal,VPN,581,240,1,0,3.7,0
INC25042001444,2025-04-20T18:06,P3,Email,ServiceDesk-B,UK,Portal,VPN,950,2880,0,0,3.9,0
INC25031901445,2025-03-19T14:17,P2,Hardware,EUCP,UK,Portal,IAM,588,960,0,0,3.9,0
INC25061001446,2025-06-10T18:29,P4,Email,SecurityOps,EU,Phone,Laptop,3789,5760,0,1,3.8,0
INC25053001447,2025-05-30T06:18,P3,Software,SecurityOps,EU,Portal,M365,5001,2880,1,0,3.3,0
INC25031101448,2025-03-11T20:38,P4,Security,FieldSupport,APAC,Email,IAM,7871,5760,1,0,3.3,0
INC25041301449,2025-04-13T07:04,P3,Access,ServiceDesk-B,EU,Chat,M365,4206,2880,1,0,4.7,0
INC25010301450,2025-01-03T17:35,P4,Other,ServiceDesk-A,UK,Email,Laptop,4530,5760,0,0,4.1,0
INC25031301451,2025-03-13T00:40,P3,Software,Apps,EU,Chat,IAM,2936,2880,1,0,3.2,0
INC25012301452,2025-01-23T09:00,P3,Software,ServiceDesk-B,UK,Email,WiFi,5291,2880,1,0,4.0,0
INC25032501453,2025-03-25T23:01,P4,Software,FieldSupport,UK,Portal,Intranet,5356,5760,0,0,5.0,0
INC25021901454,2025-02-19T18:14,P3,Hardware,ServiceDesk-A,UK,Phone,VPN,2055,2880,0,0,5.0,0
INC25060601455,2025-06-06T10:19,P2,Network,ServiceDesk-A,EU,Portal,M365,1067,960,1,0,3.4,0
INC25010701456,2025-01-07T22:19,P4,Email,EUCP,UK,Phone,M365,2642,5760,0,0,4.5,0
INC25050901457,2025-05-09T14:51,P3,Hardware,Apps,US,Portal,Salesforce,3396,2880,1,0,4.2,0
INC25041901458,2025-04-19T02:30,P3,Access,Networks,UK,Portal,Laptop,2748,2880,0,0,4.6,0
INC25030801459,2025-03-08T20:16,P4,Software,Apps,US,Portal,Laptop,6567,5760,1,0,3.0,0
INC25052201460,2025-05-22T20:52,P3,Software,Apps,UK,Monitoring,SAP,1798,2880,0,0,4.4,1
INC25012901461,2025-01-29T20:33,P2,Other,FieldSupport,UK,Phone,SIEM,688,960,0,0,5.0,1
INC25040201462,2025-04-02T22:38,P4,Network,EUCP,UK,Portal,SIEM,8612,5760,1,0,3.6,1
INC25010601463,2025-01-06T20:49,P4,Software,MajorIncident,UK,Portal,Intranet,4512,5760,0,0,3.8,0
INC25021001464,2025-02-10T10:11,P3,Network,EUCP,UK,Phone,SIEM,3361,2880,1,0,3.6,0
INC25040501465,2025-04-05T23:54,P2,Software,EUCP,UK,Portal,SIEM,522,960,0,0,3.9,0
INC25022201466,2025-02-22T18:02,P3,Hardware,SecurityOps,UK,Email,Salesforce,2131,2880,0,0,4.2,0
INC25012101467,2025-01-21T18:36,P3,Account,FieldSupport,UK,Portal,WiFi,3178,2880,1,0,3.2,0
INC25061401468,2025-06-14T15:13,P4,Network,Networks,UK,Phone,SIEM,6042,5760,1,0,3.2,0
INC25012301469,2025-01-23T13:12,P3,Account,Networks,EU,Portal,VPN,2609,2880,0,0,5.0,0
INC25022101470,2025-02-21T15:20,P3,Access,Networks,APAC,Phone,SAP,4286,2880,1,0,3.2,0
INC25052001471,2025-05-20T01:49,P4,Email,ServiceDesk-A,UK,Portal,IAM,4782,5760,0,0,3.7,0
INC25061701472,2025-06-17T10:08,P4,Access,ServiceDesk-A,UK,Phone,Printing,6971,5760,1,0,3.1,0
INC25012401473,2025-01-24T19:52,P4,Email,FieldSupport,UK,Email,IAM,6540,5760,1,0,3.7,0
INC25050901474,2025-05-09T03:46,P2,Email,FieldSupport,EU,Phone,Printing,670,960,0,0,4.5,0
INC25010901475,2025-01-09T03:25,P4,Software,Networks,UK,Email,SIEM,9499,5760,1,0,3.9,0
INC25022201476,2025-02-22T01:44,P3,Access,ServiceDesk-A,EU,Chat,Intranet,2729,2880,0,0,3.9,0
INC25011601477,2025-01-16T01:58,P4,Network,ServiceDesk-B,EU,Email,WiFi,6572,5760,1,0,3.0,0
INC25040201478,2025-04-02T13:26,P3,Other,ServiceDesk-A,UK,Portal,IAM,4390,2880,1,0,4.0,0
INC25061101479,2025-06-11T12:20,P3,Email,Networks,UK,Portal,M365,4115,2880,1,0,3.1,0
INC25012601480,2025-01-26T18:36,P4,Account,MajorIncident,UK,Email,IAM,4820,5760,0,0,4.5,0
INC25042101481,2025-04-21T18:51,P2,Hardware,ServiceDesk-A,UK,Email,Intranet,595,960,0,0,3.5,0
INC25022101482,2025-02-21T22:13,P4,Other,SecurityOps,APAC,Phone,M365,10858,5760,1,0,2.3,0
INC25020701483,2025-02-07T05:33,P4,Account,ServiceDesk-A,US,Monitoring,IAM,3292,5760,0,0,4.8,0
INC25052401484,2025-05-24T19:38,P1,Email,ServiceDesk-A,UK,Monitoring,IAM,151,240,0,0,3.0,0
INC25051201485,2025-05-12T18:37,P3,Email,ServiceDesk-B,UK,Phone,SIEM,1550,2880,0,0,3.1,0
INC25032101486,2025-03-21T23:49,P3,Hardware,FieldSupport,APAC,Phone,M365,4820,2880,1,0,3.5,0
INC25030501487,2025-03-05T16:04,P2,Account,SecurityOps,UK,Email,VPN,1489,960,1,0,4.1,0
INC25042401488,2025-04-24T12:17,P3,Account,Apps,UK,Chat,WiFi,1998,2880,0,0,5.0,0
INC25061701489,2025-06-17T19:49,P4,Hardware,FieldSupport,EU,Chat,M365,5918,5760,1,0,3.5,0
INC25042501490,2025-04-25T05:01,P1,Access,ServiceDesk-B,APAC,Phone,VPN,201,240,0,0,4.5,0
INC25012801491,2025-01-28T06:11,P4,Account,ServiceDesk-B,UK,Chat,Printing,5386,5760,0,0,4.6,0
INC25060401492,2025-06-04T06:55,P4,Access,ServiceDesk-A,EU,Portal,M365,5627,5760,0,0,4.5,0
INC25031701493,2025-03-17T06:26,P3,Software,EUCP,EU,Email,SAP,1325,2880,0,0,3.9,0
INC25020201494,2025-02-02T09:52,P3,Hardware,ServiceDesk-B,UK,Phone,Laptop,2399,2880,0,0,4.5,0
INC25030601495,2025-03-06T06:47,P3,Access,ServiceDesk-A,US,Phone,VPN,1789,2880,0,0,4.3,0
INC25062401496,2025-06-24T11:38,P3,Security,ServiceDesk-A,UK,Portal,M365,5029,2880,1,0,3.2,0
INC25050601497,2025-05-06T10:54,P4,Account,Networks,US,Email,Laptop,6833,5760,1,1,3.7,0
INC25021201498,2025-02-12T06:35,P3,Network,FieldSupport,EU,Portal,Salesforce,3992,2880,1,0,3.7,0
INC25021701499,2025-02-17T02:08,P3,Software,Networks,UK,Chat,VPN,4258,2880,1,0,3.3,0
INC25051201500,2025-05-12T01:46,P3,Account,ServiceDesk-B,UK,Phone,M365,2342,2880,0,0,4.1,0
INC25020701501,2025-02-07T02:47,P3,Other,Apps,UK,Phone,M365,2723,2880,0,0,5.0,0
INC25051101502,2025-05-11T00:01,P4,Access,Apps,US,Phone,IAM,4364,5760,0,0,3.6,0
INC25042801503,2025-04-28T21:18,P3,Software,ServiceDesk-A,UK,Email,SIEM,1804,2880,0,0,4.3,0
INC25021101504,2025-02-11T06:43,P4,Email,ServiceDesk-B,UK,Phone,Printing,8774,5760,1,0,3.2,0
INC25010701505,2025-01-07T11:50,P1,Other,ServiceDesk-A,UK,Email,M365,170,240,0,0,5.0,0
INC25022401506,2025-02-24T06:20,P3,Account,ServiceDesk-B,UK,Portal,SIEM,2313,2880,0,0,4.6,0
INC25042801507,2025-04-28T22:47,P2,Account,ServiceDesk-B,UK,Portal,Salesforce,432,960,0,1,5.0,0
INC25051801508,2025-05-18T05:30,P3,Access,FieldSupport,EU,Portal,Salesforce,3572,2880,1,0,3.6,0
INC25052301509,2025-05-23T16:07,P2,Network,ServiceDesk-B,UK,Email,M365,478,960,0,0,5.0,0
INC25021901510,2025-02-19T07:53,P3,Hardware,Apps,UK,Portal,M365,4661,2880,1,0,2.3,0
INC25062401511,2025-06-24T00:56,P3,Software,FieldSupport,UK,Portal,M365,3469,2880,1,0,3.8,0
INC25033101512,2025-03-31T11:11,P3,Software,EUCP,UK,Portal,Printing,3136,2880,1,0,2.6,0
INC25031301513,2025-03-13T12:32,P3,Software,EUCP,EU,Portal,SIEM,2273,2880,0,0,3.2,0
INC25062501514,2025-06-25T15:31,P2,Access,FieldSupport,UK,Portal,M365,808,960,0,0,3.9,0
INC25042101515,2025-04-21T23:13,P3,Account,EUCP,UK,Phone,VPN,2419,2880,0,0,3.5,0
INC25022601516,2025-02-26T01:29,P3,Access,ServiceDesk-B,EU,Email,M365,2016,2880,0,0,3.5,0
INC25050501517,2025-05-05T06:30,P4,Account,EUCP,UK,Phone,Laptop,4915,5760,0,0,4.6,0
INC25050801518,2025-05-08T14:18,P3,Email,MajorIncident,UK,Portal,SAP,2238,2880,0,1,4.1,0
INC25030901519,2025-03-09T14:57,P4,Access,SecurityOps,UK,Email,Printing,5558,5760,0,0,3.2,0
INC25010801520,2025-01-08T00:44,P3,Access,SecurityOps,UK,Phone,IAM,3172,2880,1,0,2.1,0
INC25031301521,2025-03-13T21:25,P3,Software,ServiceDesk-B,APAC,Phone,IAM,1812,2880,0,0,4.1,1
INC25042101522,2025-04-21T17:14,P3,Security,ServiceDesk-A,UK,Portal,IAM,3549,2880,1,0,4.2,0
INC25050901523,2025-05-09T14:31,P3,Hardware,Networks,APAC,Chat,Salesforce,3260,2880,1,0,2.3,0
INC25060301524,2025-06-03T10:21,P2,Network,FieldSupport,UK,Email,M365,1149,960,1,0,3.4,0
INC25011301525,2025-01-13T01:38,P4,Hardware,ServiceDesk-A,EU,Email,Laptop,9464,5760,1,0,3.0,0
INC25011101526,2025-01-11T23:59,P3,Access,ServiceDesk-B,EU,Portal,SAP,1499,2880,0,0,3.5,0
INC25061701527,2025-06-17T00:26,P3,Email,FieldSupport,EU,Portal,SAP,2851,2880,0,0,5.0,0
INC25031401528,2025-03-14T14:07,P3,Network,Apps,UK,Portal,Salesforce,1825,2880,0,0,4.9,0
INC25022001529,2025-02-20T09:32,P3,Access,SecurityOps,EU,Phone,Laptop,2170,2880,0,0,3.8,0
INC25051901530,2025-05-19T22:56,P3,Hardware,SecurityOps,US,Phone,WiFi,3499,2880,1,0,4.9,0
INC25013101531,2025-01-31T06:11,P4,Other,ServiceDesk-A,US,Portal,M365,5611,5760,0,0,4.6,0
INC25060701532,2025-06-07T10:19,P3,Email,ServiceDesk-A,UK,Email,SAP,2627,2880,0,0,3.5,0
INC25022801533,2025-02-28T21:01,P3,Access,EUCP,UK,Email,WiFi,4817,2880,1,0,3.8,0
INC25022601534,2025-02-26T02:48,P3,Network,FieldSupport,US,Monitoring,Printing,3271,2880,1,0,2.8,0
INC25053101535,2025-05-31T01:10,P4,Email,EUCP,UK,Phone,SAP,4070,5760,0,0,4.7,0
INC25041101536,2025-04-11T10:08,P3,Software,ServiceDesk-A,UK,Email,SAP,3747,2880,1,0,3.2,0
INC25051201537,2025-05-12T03:04,P3,Network,MajorIncident,APAC,Email,M365,1616,2880,0,0,3.9,0
INC25051501538,2025-05-15T13:45,P1,Software,EUCP,UK,Portal,M365,162,240,0,0,5.0,0
INC25030801539,2025-03-08T09:30,P3,Other,Apps,UK,Portal,WiFi,1743,2880,0,0,3.4,0
INC25010801540,2025-01-08T21:43,P4,Hardware,Apps,APAC,Chat,Intranet,2816,5760,0,0,4.2,1
INC25061601541,2025-06-16T23:07,P4,Network,Networks,UK,Chat,Salesforce,4130,5760,0,0,2.8,0
INC25052601542,2025-05-26T08:06,P1,Access,FieldSupport,UK,Phone,Intranet,369,240,1,0,4.1,0
INC25012401543,2025-01-24T16:43,P3,Email,ServiceDesk-A,EU,Portal,M365,2549,2880,0,0,3.9,0
INC25040801544,2025-04-08T22:26,P4,Hardware,Apps,UK,Chat,SIEM,9692,5760,1,0,3.8,0
INC25022601545,2025-02-26T23:11,P4,Email,EUCP,APAC,Email,Printing,4896,5760,0,0,5.0,1
INC25031401546,2025-03-14T13:42,P4,Security,ServiceDesk-A,US,Email,Salesforce,11394,5760,1,0,2.3,0
INC25011601547,2025-01-16T02:44,P3,Hardware,ServiceDesk-A,UK,Portal,Salesforce,2513,2880,0,0,3.8,0
INC25053101548,2025-05-31T19:33,P1,Hardware,ServiceDesk-B,UK,Phone,SAP,206,240,0,0,3.3,0
INC25041201549,2025-04-12T21:56,P3,Access,ServiceDesk-A,EU,Portal,IAM,2006,2880,0,0,3.4,0
INC25062301550,2025-06-23T20:06,P4,Account,ServiceDesk-A,UK,Portal,Salesforce,4169,5760,0,0,4.8,0
INC25021401551,2025-02-14T09:52,P4,Security,FieldSupport,UK,Phone,M365,5733,5760,0,0,3.7,0
INC25011001552,2025-01-10T14:24,P4,Access,ServiceDesk-A,UK,Portal,VPN,5855,5760,1,0,3.7,0
INC25060901553,2025-06-09T01:00,P2,Hardware,Apps,UK,Email,IAM,1357,960,1,0,2.7,0
INC25030401554,2025-03-04T19:04,P3,Software,Apps,US,Portal,SIEM,3192,2880,1,1,2.6,0
INC25031101555,2025-03-11T10:08,P3,Hardware,Apps,UK,Chat,SIEM,1564,2880,0,0,3.7,0
INC25020701556,2025-02-07T08:10,P4,Network,FieldSupport,EU,Portal,Salesforce,6086,5760,1,0,4.1,0
INC25021601557,2025-02-16T11:29,P3,Access,ServiceDesk-A,EU,Portal,M365,2092,2880,0,0,3.0,0
INC25041601558,2025-04-16T15:03,P3,Software,EUCP,UK,Phone,SAP,3472,2880,1,0,2.6,0
INC25060601559,2025-06-06T11:30,P1,Software,ServiceDesk-B,EU,Portal,Intranet,278,240,1,0,4.5,0
INC25022501560,2025-02-25T03:06,P3,Hardware,ServiceDesk-A,US,Email,IAM,1465,2880,0,0,4.1,0
INC25032001561,2025-03-20T07:03,P3,Email,ServiceDesk-B,UK,Portal,SAP,2598,2880,0,0,5.0,0
INC25022401562,2025-02-24T00:44,P4,Email,SecurityOps,US,Email,WiFi,4702,5760,0,0,4.3,0
INC25052001563,2025-05-20T07:59,P4,Software,ServiceDesk-A,UK,Chat,Intranet,2474,5760,0,0,4.2,0
INC25062301564,2025-06-23T17:49,P4,Hardware,MajorIncident,EU,Portal,Laptop,2668,5760,0,0,4.3,0
INC25062201565,2025-06-22T18:49,P4,Hardware,SecurityOps,US,Email,M365,4969,5760,0,0,4.2,0
INC25010101566,2025-01-01T03:38,P2,Email,ServiceDesk-B,UK,Portal,VPN,705,960,0,0,4.8,0
INC25011701567,2025-01-17T05:31,P3,Security,FieldSupport,UK,Email,Laptop,5921,2880,1,0,3.8,0
INC25032601568,2025-03-26T17:51,P4,Security,FieldSupport,EU,Chat,Salesforce,9005,5760,1,0,2.8,0
INC25051801569,2025-05-18T08:24,P2,Access,SecurityOps,UK,Phone,Intranet,1356,960,1,0,4.1,0
INC25052801570,2025-05-28T13:29,P4,Software,ServiceDesk-B,UK,Email,Salesforce,5031,5760,0,0,4.3,0
INC25041601571,2025-04-16T13:22,P3,Network,SecurityOps,UK,Portal,SIEM,3645,2880,1,0,2.8,0
INC25042001572,2025-04-20T21:38,P4,Email,Apps,UK,Portal,VPN,3507,5760,0,0,4.4,0
INC25032001573,2025-03-20T08:55,P3,Security,Networks,UK,Email,SIEM,3629,2880,1,1,3.1,0
INC25010701574,2025-01-07T06:27,P4,Software,ServiceDesk-A,EU,Chat,WiFi,2147,5760,0,0,5.0,0
INC25011501575,2025-01-15T21:00,P4,Access,FieldSupport,US,Portal,Laptop,8490,5760,1,0,3.7,1
INC25041401576,2025-04-14T10:37,P3,Software,Networks,APAC,Email,Salesforce,2633,2880,0,0,4.4,0
INC25022401577,2025-02-24T12:45,P3,Network,Apps,US,Email,Laptop,3167,2880,1,0,3.0,0
INC25032701578,2025-03-27T05:43,P3,Network,ServiceDesk-B,EU,Monitoring,IAM,2962,2880,1,0,3.8,0
INC25031101579,2025-03-11T00:35,P4,Access,ServiceDesk-B,APAC,Phone,VPN,3959,5760,0,0,4.5,0
INC25052701580,2025-05-27T07:26,P4,Software,ServiceDesk-A,UK,Portal,WiFi,7341,5760,1,0,2.4,0
INC25030801581,2025-03-08T01:53,P4,Security,ServiceDesk-B,UK,Portal,SIEM,8377,5760,1,1,2.7,0
INC25040801582,2025-04-08T16:40,P2,Software,ServiceDesk-A,UK,Phone,IAM,948,960,0,0,5.0,0
INC25030601583,2025-03-06T07:17,P1,Account,ServiceDesk-B,UK,Portal,Salesforce,363,240,1,0,4.3,0
INC25042401584,2025-04-24T22:12,P3,Hardware,MajorIncident,EU,Portal,SIEM,2604,2880,0,1,4.3,1
INC25053101585,2025-05-31T06:50,P4,Network,Networks,UK,Email,M365,11171,5760,1,0,3.1,0
INC25062501586,2025-06-25T19:57,P3,Email,ServiceDesk-B,APAC,Portal,Intranet,1937,2880,0,0,4.3,0
INC25051501587,2025-05-15T20:50,P3,Access,FieldSupport,UK,Phone,Intranet,3877,2880,1,0,3.4,1
INC25053101588,2025-05-31T15:12,P3,Access,ServiceDesk-A,UK,Portal,WiFi,2698,2880,0,0,2.9,0
INC25060301589,2025-06-03T18:19,P3,Account,ServiceDesk-B,UK,Phone,WiFi,2537,2880,0,0,4.5,0
INC25051501590,2025-05-15T10:28,P4,Hardware,Apps,EU,Chat,SAP,9230,5760,1,0,2.6,0
INC25021901591,2025-02-19T01:58,P3,Access,Networks,UK,Portal,IAM,2015,2880,0,0,4.9,0
